Title,Body,Tags,Id,Score,ViewCount,FavoriteCount,AnswerCount
"What is a smart pointer and when should I use one?","<p>What is a smart pointer and when should I use one?</p>
","<c++><pointers><c++11><smart-pointers><c++-faq>","106508","2193","761843","","14"
"How do I measure request and response times at once using cURL?","<p>I have a web service that receives data in JSON format, processes the data, and then returns the result to the requester.</p>

<p>I want to measure the request, response, and total time using <code>cURL</code>.</p>

<p>My example request looks like:</p>

<pre><code>curl -X POST -d @file server:port
</code></pre>

<p>and I currently measure this using the <code>time</code> command in Linux:</p>

<pre><code>time curl -X POST -d @file server:port
</code></pre>

<p>The time command only measures <em>total</em> time, though - which isn't quite what I am looking for.</p>

<p>Is there any way to measure request and response times using <code>cURL</code>?</p>
","<curl><time><upload><download><measure>","18215389","1120","956057","","15"
"Count the number of set bits in a 32-bit integer","<p>8 bits representing the number 7 look like this:</p>
<pre><code>00000111
</code></pre>
<p>Three bits are set.</p>
<p>What are the algorithms to determine the number of set bits in a 32-bit integer?</p>
","<algorithm><binary><bit-manipulation><hammingweight><iec10967>","109023","1028","669823","","66"
"Combine two columns of text in pandas dataframe","<p>I have a dataframe that looks like</p>
<pre class=""lang-none prettyprint-override""><code>Year  quarter
2000       q2
2001       q3
</code></pre>
<p>How do I add a new column by combining these columns to get the following dataframe?</p>
<pre class=""lang-none prettyprint-override""><code>Year  quarter  period
2000       q2  2000q2
2001       q3  2001q3
</code></pre>
","<python><pandas><string><dataframe><string-concatenation>","19377969","1005","1967667","","23"
"PostgreSQL ""DESCRIBE TABLE""","<p>How do you perform the equivalent of Oracle's <code>DESCRIBE TABLE</code> in PostgreSQL with psql command?</p>
","<database><postgresql><command><psql><table-structure>","109325","2239","1661345","","25"
"Get a list from Pandas DataFrame column headers","<p>I want to get a list of the column headers from a Pandas DataFrame.  The DataFrame will come from user input, so I won't know how many columns there will be or what they will be called.</p>
<p>For example, if I'm given a DataFrame like this:</p>
<pre class=""lang-none prettyprint-override""><code>    y  gdp  cap
0   1    2    5
1   2    3    9
2   8    7    2
3   3    4    7
4   6    7    7
5   4    8    3
6   8    2    8
7   9    9   10
8   6    6    4
9  10   10    7
</code></pre>
<p>I would get a list like this:</p>
<pre class=""lang-none prettyprint-override""><code>['y', 'gdp', 'cap']
</code></pre>
","<python><pandas><dataframe><list><header>","19482970","1387","2374111","","25"
"How do JavaScript closures work?","<p>How would you explain JavaScript closures to someone with a knowledge of the concepts they consist of (for example functions, variables and the like), but does not understand closures themselves?</p>

<p>I have seen <a href=""http://en.wikipedia.org/wiki/Scheme_%28programming_language%29"" rel=""noreferrer"">the Scheme example</a> given on Wikipedia, but unfortunately it did not help.</p>
","<javascript><function><variables><scope><closures>","111102","7611","1632235","","86"
"SOAP vs REST (differences)","<p>I have read articles about the differences between SOAP and REST as a web service communication protocol, but I think that the biggest advantages for REST over SOAP are: </p>

<ol>
<li><p>REST is more dynamic, no need to create and update UDDI(Universal Description, Discovery, and Integration).</p></li>
<li><p>REST is not restricted to only XML format. RESTful web services can send plain text/JSON/XML.</p></li>
</ol>

<p>But SOAP is more standardized (E.g.: security).</p>

<p>So, am I correct in these points?</p>
","<rest><http><web-services><soap><protocols>","19884295","1359","1171756","","14"
"How do I remove the passphrase for the SSH key without having to create a new key?","<p>I set a passphrase when creating a new SSH key on my laptop. But, as I realise now, this is quite painful when you are trying to commit (<a href=""http://en.wikipedia.org/wiki/Git_%28software%29"" rel=""noreferrer"">Git</a> and <a href=""http://en.wikipedia.org/wiki/Apache_Subversion"" rel=""noreferrer"">SVN</a>) to a remote location over SSH many times in an hour.</p>

<p>One way I can think of is, delete my SSH keys and create new. Is there a way to remove the passphrase, while still keeping the same keys?</p>
","<unix><ssh><passwords><openssh><passphrase>","112396","1626","795318","","11"
"Why does my JavaScript code receive a ""No 'Access-Control-Allow-Origin' header is present on the requested resource"" error, while Postman does not?","<blockquote>
<p><strong>Mod note</strong>: This question is about why <code>XMLHttpRequest</code>/<code>fetch</code>/etc. on the browser are subject to the Same Access Policy restrictions (you get errors mentioning CORB or CORS) while Postman is not. This question is <strong>not</strong> about how to fix a &quot;No 'Access-Control-Allow-Origin'...&quot; error. It's about why they happen.</p>
</blockquote>
<blockquote>
<p><strong>Please stop posting</strong>:</p>
<ul>
<li>CORS configurations for every language/framework under the sun. Instead <a href=""https://stackoverflow.com/search?q=how+to+enable+CORS+is%3Aquestion&amp;mixed=1"">find your relevant language/framework's question</a>.</li>
<li>3rd party services that allow a request to circumvent CORS</li>
<li>Command line options for turning off CORS for various browsers</li>
</ul>
</blockquote>
<hr />
<p>I am trying to do authorization using <a href=""http://en.wikipedia.org/wiki/JavaScript"" rel=""noreferrer"">JavaScript</a> by connecting to the <a href=""http://en.wikipedia.org/wiki/Representational_state_transfer#RESTful_web_services"" rel=""noreferrer"">RESTful</a> <a href=""http://en.wikipedia.org/wiki/Application_programming_interface"" rel=""noreferrer"">API</a> built-in <a href=""https://en.wikipedia.org/wiki/Flask_%28web_framework%29"" rel=""noreferrer"">Flask</a>. However, when I make the request, I get the following error:</p>
<pre class=""lang-js prettyprint-override""><code>XMLHttpRequest cannot load http://myApiUrl/login. 
No 'Access-Control-Allow-Origin' header is present on the requested resource. 
Origin 'null' is therefore not allowed access.
</code></pre>
<p>I know that the API or remote resource must set the header, but why did it work when I made the request via the Chrome extension <a href=""https://chrome.google.com/webstore/detail/postman/fhbjgbiflinjbdggehcddcbncdddomop"" rel=""noreferrer"">Postman</a>?</p>
<p>This is the request code:</p>
<pre class=""lang-js prettyprint-override""><code>$.ajax({
  type: 'POST',
  dataType: 'text',
  url: api,
  username: 'user',
  password: 'pass',
  crossDomain: true,
  xhrFields: {
    withCredentials: true,
  },
})
  .done(function (data) {
    console.log('done');
  })
  .fail(function (xhr, textStatus, errorThrown) {
    alert(xhr.responseText);
    alert(textStatus);
  });
</code></pre>
","<javascript><jquery><cors><postman><same-origin-policy>","20035101","3358","6533367","","16"
"How to return only the Date from a SQL Server DateTime datatype","<pre><code>SELECT GETDATE()
</code></pre>

<p>Returns: <code>2008-09-22 15:24:13.790</code></p>

<p>I want that date part without the time part: <code>2008-09-22 00:00:00.000</code></p>

<p>How can I get that?</p>
","<sql><date><t-sql><datetime><sql-server-2008>","113045","2218","3908387","","47"
"How to deal with SettingWithCopyWarning in Pandas","<h2>Background</h2>
<p>I just upgraded my Pandas from 0.11 to 0.13.0rc1. Now, the application is popping out many new warnings. One of them like this:</p>
<pre class=""lang-none prettyprint-override""><code>E:\FinReporter\FM_EXT.py:449: SettingWithCopyWarning: A value is trying to be set on a copy of a slice from a DataFrame.
Try using .loc[row_index,col_indexer] = value instead
  quote_df['TVol']   = quote_df['TVol']/TVOL_SCALE
</code></pre>
<p>I want to know what exactly it means?  Do I need to change something?</p>
<p>How should I suspend the warning if I insist to use <code>quote_df['TVol']   = quote_df['TVol']/TVOL_SCALE</code>?</p>
<h2>The function that gives warnings</h2>
<pre><code>def _decode_stock_quote(list_of_150_stk_str):
    &quot;&quot;&quot;decode the webpage and return dataframe&quot;&quot;&quot;

    from cStringIO import StringIO

    str_of_all = &quot;&quot;.join(list_of_150_stk_str)

    quote_df = pd.read_csv(StringIO(str_of_all), sep=',', names=list('ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefg')) #dtype={'A': object, 'B': object, 'C': np.float64}
    quote_df.rename(columns={'A':'STK', 'B':'TOpen', 'C':'TPCLOSE', 'D':'TPrice', 'E':'THigh', 'F':'TLow', 'I':'TVol', 'J':'TAmt', 'e':'TDate', 'f':'TTime'}, inplace=True)
    quote_df = quote_df.ix[:,[0,3,2,1,4,5,8,9,30,31]]
    quote_df['TClose'] = quote_df['TPrice']
    quote_df['RT']     = 100 * (quote_df['TPrice']/quote_df['TPCLOSE'] - 1)
    quote_df['TVol']   = quote_df['TVol']/TVOL_SCALE
    quote_df['TAmt']   = quote_df['TAmt']/TAMT_SCALE
    quote_df['STK_ID'] = quote_df['STK'].str.slice(13,19)
    quote_df['STK_Name'] = quote_df['STK'].str.slice(21,30)#.decode('gb2312')
    quote_df['TDate']  = quote_df.TDate.map(lambda x: x[0:4]+x[5:7]+x[8:10])
    
    return quote_df
</code></pre>
<h2>More warning messages</h2>
<pre class=""lang-none prettyprint-override""><code>E:\FinReporter\FM_EXT.py:449: SettingWithCopyWarning: A value is trying to be set on a copy of a slice from a DataFrame.
Try using .loc[row_index,col_indexer] = value instead
  quote_df['TVol']   = quote_df['TVol']/TVOL_SCALE
E:\FinReporter\FM_EXT.py:450: SettingWithCopyWarning: A value is trying to be set on a copy of a slice from a DataFrame.
Try using .loc[row_index,col_indexer] = value instead
  quote_df['TAmt']   = quote_df['TAmt']/TAMT_SCALE
E:\FinReporter\FM_EXT.py:453: SettingWithCopyWarning: A value is trying to be set on a copy of a slice from a DataFrame.
Try using .loc[row_index,col_indexer] = value instead
  quote_df['TDate']  = quote_df.TDate.map(lambda x: x[0:4]+x[5:7]+x[8:10])
</code></pre>
","<python><pandas><dataframe><chained-assignment><pandas-settingwithcopy-warning>","20625582","1482","2529034","","27"
"Virtual member call in a constructor","<p>I'm getting a warning from ReSharper about a call to a virtual member from my objects constructor. </p>

<p>Why would this be something not to do?</p>
","<c#><constructor><warnings><resharper><virtual-functions>","119506","1506","234040","","18"
"What is the difference between pip and Conda?","<p>I know <code>pip</code> is a package manager for Python packages. However, I saw the installation on IPython's website use Conda to install IPython.</p>
<p>Can I use <code>pip</code> to install IPython? Why should I use Conda as another Python package manager when I already have <code>pip</code>?</p>
<p>What is the difference between <code>pip</code> and Conda?</p>
<p>What is the difference between pip and Conda?</p>
","<python><pip><ipython><package-managers><conda>","20994716","1131","585770","","15"
"What does the explicit keyword mean?","<p>What does the <code>explicit</code> keyword mean in C++?</p>
","<c++><constructor><explicit><c++-faq><explicit-constructor>","121162","3743","1293475","","10"
"What is the difference between angular-route and angular-ui-router?","<p>I'm planning to use AngularJS in my big applications. I'm in the process to find out the right modules to use.</p>
<p>What is the difference between <code>ngRoute</code> (angular-route.js) and ui-router (angular-ui-router.js) modules?</p>
<p>In many articles when <code>ngRoute</code> is used, routes are configured with <code>$routeProvider</code>. However, when used with ui-router, routes are configured with <code>$stateProvider</code> and <code>$urlRouterProvider</code>.</p>
<p>Which module should I use for better manageability and extensibility?</p>
","<javascript><angularjs><angularjs-routing><angular-ui-router><angularjs-module>","21023763","1115","271614","","15"
"How do I copy a file?","<p>How do I copy a file in Python?</p>
","<python><file><copy><filesystems><file-copying>","123198","3927","4031109","","21"
"How to configure port for a Spring Boot application","<p>How do I configure the TCP/IP port listened on by a Spring Boot application, so it does not use the default port of <code>8080</code>.</p>
","<java><spring-boot><server><port><application.properties>","21083170","1108","1223734","","65"
"How can I tell if a DOM element is visible in the current viewport?","<p>Is there an efficient way to tell if a DOM element (in an HTML document) is currently visible (appears in the <strong>viewport</strong>)?</p>

<p>(The question refers to Firefox.)</p>
","<javascript><html><firefox><dom><browser>","123999","1305","882843","","31"
"Why not inherit from List<T>?","<p>When planning out my programs, I often start with a chain of thought like so:</p>

<blockquote>
  <p>A football team is just a list of football players. Therefore, I should represent it with:</p>

<pre><code>var football_team = new List&lt;FootballPlayer&gt;();
</code></pre>
  
  <p>The ordering of this list represent the order in which the players are listed in the roster.</p>
</blockquote>

<p>But I realize later that teams also have other properties, besides the mere list of players, that must be recorded. For example, the running total of scores this season, the current budget, the uniform colors, a <code>string</code> representing the name of the team, etc..</p>

<p>So then I think:</p>

<blockquote>
  <p>Okay, a football team is just like a list of players, but additionally, it has a name (a <code>string</code>) and a running total of scores (an <code>int</code>). .NET does not provide a class for storing football teams, so I will make my own class. The most similar and relevant existing structure is <code>List&lt;FootballPlayer&gt;</code>, so I will inherit from it:</p>

<pre><code>class FootballTeam : List&lt;FootballPlayer&gt; 
{ 
    public string TeamName; 
    public int RunningTotal 
}
</code></pre>
</blockquote>

<p>But it turns out that <a href=""https://stackoverflow.com/a/5376343/1042555"">a guideline says you shouldn't inherit from <code>List&lt;T&gt;</code></a>. I'm thoroughly confused by this guideline in two respects.</p>

<h2>Why not?</h2>

<p>Apparently <a href=""https://stackoverflow.com/a/5376358/1042555""><code>List</code> is somehow optimized for performance</a>. How so? What performance problems will I cause if I extend <code>List</code>? What exactly will break?</p>

<p>Another reason I've seen is that <code>List</code> is provided by Microsoft, and I have no control over it, so <a href=""https://stackoverflow.com/questions/5376203/inherit-listt#comment6077237_5376343"">I cannot change it later, after exposing a ""public API""</a>. But I struggle to understand this. What is a public API and why should I care? If my current project does not and is not likely to ever have this public API, can I safely ignore this guideline? If I do inherit from <code>List</code> <em>and</em> it turns out I need a public API, what difficulties will I have?</p>

<p>Why does it even matter? A list is a list. What could possibly change? What could I possibly want to change?</p>

<p>And lastly, if Microsoft did not want me to inherit from <code>List</code>, why didn't they make the class <code>sealed</code>?</p>

<h2>What else am I supposed to use?</h2>

<p>Apparently, for custom collections, Microsoft has provided a <code>Collection</code> class which should be extended instead of <code>List</code>. But this class is very bare, and does not have many useful things, <a href=""https://stackoverflow.com/questions/1474863/addrange-to-a-collection"">such as <code>AddRange</code></a>, for instance. <a href=""https://stackoverflow.com/a/12039943/1042555"">jvitor83's answer</a> provides a performance rationale for that particular method, but how is a slow <code>AddRange</code> not better than no <code>AddRange</code>?</p>

<p>Inheriting from <code>Collection</code> is way more work than inheriting from <code>List</code>, and I see no benefit. Surely Microsoft wouldn't tell me to do extra work for no reason, so I can't help feeling like I am somehow misunderstanding something, and inheriting <code>Collection</code> is actually not the right solution for my problem.</p>

<p>I've seen suggestions such as implementing <code>IList</code>. Just no. This is dozens of lines of boilerplate code which gains me nothing.</p>

<p>Lastly, some suggest wrapping the <code>List</code> in something: </p>

<pre><code>class FootballTeam 
{ 
    public List&lt;FootballPlayer&gt; Players; 
}
</code></pre>

<p>There are two problems with this:</p>

<ol>
<li><p>It makes my code needlessly verbose. I must now call <code>my_team.Players.Count</code> instead of just <code>my_team.Count</code>. Thankfully, with C# I can define indexers to make indexing transparent, and forward all the methods of the internal <code>List</code>... But that's a lot of code! What do I get for all that work?</p></li>
<li><p>It just plain doesn't make any sense. A football team doesn't ""have"" a list of players. It <em>is</em> the list of players. You don't say ""John McFootballer has joined SomeTeam's players"". You say ""John has joined SomeTeam"". You don't add a letter to ""a string's characters"", you add a letter to a string. You don't add a book to a library's books, you add a book to a library.</p></li>
</ol>

<p>I realize that what happens ""under the hood"" can be said to be ""adding X to Y's internal list"", but this seems like a very counter-intuitive way of thinking about the world.</p>

<h2>My question (summarized)</h2>

<p>What is the correct C# way of representing a data structure, which, ""logically"" (that is to say, ""to the human mind"") is just a <code>list</code> of <code>things</code> with a few bells and whistles?</p>

<p>Is inheriting from <code>List&lt;T&gt;</code> always unacceptable? When is it acceptable? Why/why not? What must a programmer consider, when deciding whether to inherit from <code>List&lt;T&gt;</code> or not?</p>
","<c#><.net><list><oop><inheritance>","21692193","1737","257711","","29"
"Should 'using' directives be inside or outside the namespace in C#?","<p>I have been running <a href=""http://en.wikipedia.org/wiki/StyleCop"" rel=""noreferrer"">StyleCop</a> over some C# code, and it keeps reporting that my <code>using</code> directives should be inside the namespace.</p>

<p>Is there a technical reason for putting the <code>using</code> directives inside instead of outside the namespace?</p>
","<c#><.net><namespaces><stylecop><code-organization>","125319","2435","291401","","15"
"Reset identity seed after deleting records in SQL Server","<p>I have inserted records into a SQL Server database table. The table had a primary key defined and the auto increment identity seed is set to “Yes”. This is done primarily because in SQL Azure, each table has to have a primary key and identity defined. </p>

<p>But since I have to delete some records from the table, the identity seed for those tables will be disturbed and the index column (which is auto-generated with an increment of 1) will get disturbed.</p>

<p><strong>How can I reset the identity column after I deleted the records so that the column has sequence in ascending numerical order?</strong></p>

<p>The identity column is not used as a foreign key anywhere in database.</p>
","<sql><sql-server><database><sql-server-2008><azure-sql-database>","21824478","1053","1856150","","26"
"How to efficiently count the number of keys/properties of an object in JavaScript","<p>What’s the fastest way to count the number of keys/properties of an object? Is it possible to do this without iterating over the object, i.e., without doing:</p>
<pre><code>var count = 0;
for (k in myobj) if (myobj.hasOwnProperty(k)) ++count;
</code></pre>
<p>(Firefox did provide a magic <code>__count__</code> property, but this was removed somewhere around version 4.)</p>
","<javascript><performance><properties><count><key>","126100","2042","1077550","","19"
"What's the difference between tilde(~) and caret(^) in package.json?","<p>After I upgraded to the latest stable <code>node</code> and <code>npm</code>, I tried <code>npm install moment --save</code>. It saves the entry in the <code>package.json</code> with the caret <code>^</code> prefix. Previously, it was a tilde <code>~</code> prefix.</p>
<ol>
<li>Why are these changes made in <code>npm</code>?</li>
<li>What is the difference between tilde <code>~</code> and caret <code>^</code>?</li>
<li>What are the advantages over previous ones?</li>
</ol>
","<node.js><npm><package.json><caret><semantic-versioning>","22343224","5549","2042402","","23"
"Optimistic vs. Pessimistic locking","<p>I understand the differences between optimistic and pessimistic locking.  Now, could someone explain to me when I would use either one in general?</p>
<p>And does the answer to this question change depending on whether or not I'm using a stored procedure to perform the query?</p>
<p>But just to check, optimistic means &quot;don't lock the table while reading&quot; and pessimistic means &quot;lock the table while reading.&quot;</p>
","<database><transactions><locking><optimistic-locking><pessimistic-locking>","129329","1055","710827","","14"
"How can I sanitize user input with PHP?","<p>Is there a catchall function somewhere that works well for sanitizing user input for SQL injection and XSS attacks, while still allowing certain types of HTML tags?</p>
","<php><security><xss><sql-injection><user-input>","129677","1287","704175","","17"
"How to check if a column exists in a SQL Server table","<p>I need to add a specific column if it does not exist. I have something like the following, but it always returns false:</p>

<pre><code>IF EXISTS(SELECT *
          FROM   INFORMATION_SCHEMA.COLUMNS
          WHERE  TABLE_NAME = 'myTableName'
                 AND COLUMN_NAME = 'myColumnName') 
</code></pre>

<p>How can I check if a column exists in a table of the SQL Server database?</p>
","<sql-server><sql-server-2008><t-sql><sql-server-2012><sql-server-2016>","133031","2198","1722404","","33"
"Which ""href"" value should I use for JavaScript links, ""#"" or ""javascript:void(0)""?","<p>The following are two methods of building a link that has the sole purpose of running JavaScript code. Which is better, in terms of functionality, page load speed, validation purposes, etc.?</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function myJsFunc() {
    alert(""myJsFunc"");
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;a href=""#"" onclick=""myJsFunc();""&gt;Run JavaScript Code&lt;/a&gt;</code></pre>
</div>
</div>
</p>

<p>or</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function myJsFunc() {
    alert(""myJsFunc"");
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code> &lt;a href=""javascript:void(0)"" onclick=""myJsFunc();""&gt;Run JavaScript Code&lt;/a&gt;</code></pre>
</div>
</div>
</p>
","<javascript><html><performance><optimization><href>","134845","4456","2519355","","56"
"What is the difference between @staticmethod and @classmethod in Python?","<p>What is the difference between a method <a href=""https://peps.python.org/pep-0318/"" rel=""noreferrer"">decorated</a> with <a href=""http://docs.python.org/library/functions.html#staticmethod"" rel=""noreferrer""><code>@staticmethod</code></a> and one decorated with <a href=""http://docs.python.org/library/functions.html#classmethod"" rel=""noreferrer""><code>@classmethod</code></a>?</p>
","<python><oop><static-methods><python-decorators><class-method>","136097","4760","1140284","","36"
"What are bitwise shift (bit-shift) operators and how do they work?","<p>I've been attempting to learn C in my spare time, and other languages (C#, Java, etc.) have the same concept (and often the same operators)...</p>
<p>At a core level, what does bit-shifting (<code>&lt;&lt;</code>, <code>&gt;&gt;</code>, <code>&gt;&gt;&gt;</code>) do, what problems can it help solve, and what gotchas lurk around the bend? In other words, an absolute beginner's guide to bit shifting in all its goodness.</p>
","<language-agnostic><bit-manipulation><operators><bit-shift><binary-operators>","141525","1568","931024","","11"
"Trigger a button click with JavaScript on the Enter key in a text box","<p>I have one text input and one button (see below). How can I use JavaScript to <strong>trigger the button's click event</strong> when the <kbd>Enter</kbd> key is pressed inside the text box?</p>

<p>There is already a different submit button on my current page, so I can't simply make the button a submit button. And, I <em>only</em> want the <kbd>Enter</kbd> key to click this specific button if it is pressed from within this one text box, nothing else.</p>

<pre><code>&lt;input type=""text"" id=""txtSearch"" /&gt;
&lt;input type=""button"" id=""btnSearch"" value=""Search"" onclick=""doSomething();"" /&gt;
</code></pre>
","<javascript><button><onclick><onkeydown><onkeypress>","155188","1470","1810340","","31"
"How do you assert that a certain exception is thrown in JUnit tests?","<p>How can I use JUnit idiomatically to test that some code throws an exception?</p>
<p>While I can certainly do something like this:</p>
<pre><code>@Test
public void testFooThrowsIndexOutOfBoundsException() {

    boolean thrown = false;

    try {
        foo.doStuff();
    } catch (IndexOutOfBoundsException e) {
        thrown = true;
    }

    assertTrue(thrown);
}
</code></pre>
<p>I recall that there is an annotation or an Assert.xyz or <em>something</em> that is far less kludgy and far more in-the-spirit of JUnit for these sorts of situations.</p>
","<java><exception><junit><junit4><assert>","156503","2337","2077978","","35"
"What is the naming convention in Python for variables and functions?","<p>Coming from a C# background the naming convention for variables and methods are usually either camelCase or PascalCase:</p>
<pre class=""lang-cs prettyprint-override""><code>// C# example
string thisIsMyVariable = &quot;a&quot;
public void ThisIsMyMethod()
</code></pre>
<p>In Python, I have seen the above but I have also seen snake_case being used:</p>
<pre class=""lang-py prettyprint-override""><code># python example
this_is_my_variable = 'a'
def this_is_my_function():
</code></pre>
<p>Is there a more preferable, definitive coding style for Python?</p>
","<python><naming-conventions><camelcasing><pascalcasing><snakecasing>","159720","1124","910548","","16"
"How can I upload files asynchronously with jQuery?","<p>I would like to upload a file asynchronously with jQuery. </p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>$(document).ready(function () {
    $(""#uploadbutton"").click(function () {
        var filename = $(""#file"").val();

        $.ajax({
            type: ""POST"",
            url: ""addFile.do"",
            enctype: 'multipart/form-data',
            data: {
                file: filename
            },
            success: function () {
                alert(""Data Uploaded: "");
            }
        });
    });
});</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://cdnjs.cloudflare.com/ajax/libs/jquery/2.2.0/jquery.min.js""&gt;&lt;/script&gt;
&lt;span&gt;File&lt;/span&gt;
&lt;input type=""file"" id=""file"" name=""file"" size=""10""/&gt;
&lt;input id=""uploadbutton"" type=""button"" value=""Upload""/&gt;</code></pre>
</div>
</div>
</p>

<p>Instead of the file being uploaded, I am only getting the filename. What can I do to fix this problem?</p>
","<javascript><jquery><ajax><asynchronous><xmlhttprequest>","166221","3162","1510549","","34"
"What is the difference between a URI, a URL, and a URN?","<p>What is the difference between a <a href=""http://en.wikipedia.org/wiki/Uniform_Resource_Locator"" rel=""noreferrer""><strong>URL</strong></a>, a <a href=""http://en.wikipedia.org/wiki/Uniform_Resource_Identifier"" rel=""noreferrer""><strong>URI</strong></a>, and a <a href=""http://en.wikipedia.org/wiki/Uniform_Resource_Name"" rel=""noreferrer""><strong>URN</strong></a>?</p>
","<http><url><uri><urn><rfc3986>","176264","5022","1368988","","31"
"How do I check if an element is hidden in jQuery?","<p>How do I toggle the visibility of an element using  <code>.hide()</code>, <code>.show()</code>, or <code>.toggle()</code>?</p>
<p>How do I test if an element is <code>visible</code> or <code>hidden</code>?</p>
","<javascript><jquery><dom><visibility><display>","178325","8740","3248257","","67"
"Serializing to JSON in jQuery","<p>I need to <a href=""https://en.wikipedia.org/wiki/Serialization"" rel=""noreferrer"">serialize</a> an object to <a href=""https://www.json.org/"" rel=""noreferrer"">JSON</a>. I'm using <a href=""https://api.jquery.com/"" rel=""noreferrer"">jQuery</a>. Is there a ""standard"" way to do this?</p>

<p>My specific situation: I have an array defined as shown below:</p>

<pre><code>var countries = new Array();
countries[0] = 'ga';
countries[1] = 'cd';
...
</code></pre>

<p>and I need to turn this into a string to pass to <a href=""https://www.w3schools.com/jquery/ajax_ajax.asp"" rel=""noreferrer""><code>$.ajax()</code></a> like this:</p>

<pre><code>$.ajax({
    type: ""POST"",
    url: ""Concessions.aspx/GetConcessions"",
    data: ""{'countries':['ga','cd']}"",
...
</code></pre>
","<javascript><jquery><ajax><json><serialization>","191881","1236","932464","","11"
"Is there a built-in function to print all the current properties and values of an object?","<p>So what I'm looking for here is something like PHP's <a href=""https://www.php.net/print_r"" rel=""noreferrer"">print_r</a> function.</p>
<p>This is so I can debug my scripts by seeing what's the state of the object in question.</p>
","<python><debugging><introspection><pretty-print><python-datamodel>","192109","1530","1422520","","32"
"How do I parse command line arguments in Bash?","<p>Say, I have a script that gets called with this line:</p>
<pre><code>./myscript -vfd ./foo/bar/someFile -o /fizz/someOtherFile
</code></pre>
<p>or this one:</p>
<pre><code>./myscript -v -f -d -o /fizz/someOtherFile ./foo/bar/someFile 
</code></pre>
<p>What's the accepted way of parsing this such that in each case (or some combination of the two) <code>$v</code>, <code>$f</code>, and  <code>$d</code> will all be set to <code>true</code> and <code>$outFile</code> will be equal to <code>/fizz/someOtherFile</code>?</p>
","<bash><command-line><scripting><arguments><getopts>","192249","2619","2156990","","43"
"How to concatenate text from multiple rows into a single text string in SQL Server","<p>Consider a database table holding names, with three rows:</p>
<pre><code>Peter
Paul
Mary
</code></pre>
<p>Is there an easy way to turn this into a single string of <code>Peter, Paul, Mary</code>?</p>
","<sql><sql-server><csv><string-concatenation><group-concat>","194852","2450","3420750","","51"
"What is the difference between public, protected, package-private and private in Java?","<p>In Java, are there clear rules on when to use each of access modifiers, namely the default (package private), <code>public</code>, <code>protected</code> and <code>private</code>, while making <code>class</code> and <code>interface</code> and dealing with inheritance?</p>
","<java><private><public><protected><access-modifiers>","215497","3730","2705219","","32"
