question_id,title,body,tags,creation_date,score,view_count,answer_count,is_answered
8318911,Why does HTML think “chucknorris” is a color?,"<p>Why do certain random strings produce colors when entered as background colors in HTML?</p>
<p>For example, <code>bgcolor=&quot;chucknorris&quot;</code> produces a <strong>red background</strong>:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;body bgcolor=""chucknorris""&gt; test &lt;/body&gt;</code></pre>
</div>
</div>
</p>
<p>Conversely,  <code>bgcolor=&quot;chucknorr&quot;</code> produces a <strong>yellow background</strong>:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;body bgcolor=""chucknorr""&gt; test &lt;/body&gt;</code></pre>
</div>
</div>
</p>
<p>This holds true across various browsers and platforms. What’s going on here?</p>
","['html', 'browser', 'background-color']",1322607262,8927,798766,9,True
1783405,How to check out a remote Git branch?,"<p>How do I check out the remote <code>test</code> branch? I can see it with <code>git branch -r</code>. I tried:</p>
<ul>
<li><code>git checkout test</code>, which does nothing</li>
<li><code>git checkout origin/test</code> gives <code>* (no branch)</code></li>
</ul>
","['git', 'git-checkout', 'remote-branch']",1258986226,8843,9430814,47,True
178325,How do I check if an element is hidden in jQuery?,"<p>How do I toggle the visibility of an element using  <code>.hide()</code>, <code>.show()</code>, or <code>.toggle()</code>?</p>
<p>How do I test if an element is <code>visible</code> or <code>hidden</code>?</p>
","['javascript', 'jquery', 'dom', 'visibility', 'display']",1223384598,8740,3249462,67,True
1274057,"How do I make Git forget about a file that was tracked, but is now in .gitignore?","<p>I put a file that was previously being tracked by Git onto the <code>.gitignore</code> list. However, the file still shows up in <code>git status</code> after it is edited. How do I force Git to completely forget the file?</p>
","['git', 'gitignore', 'git-rm']",1250191402,8540,2666657,37,True
1335851,"What does &quot;use strict&quot; do in JavaScript, and what is the reasoning behind it?","<p>Recently, I ran some of my JavaScript code through Crockford's <a href=""http://www.jslint.com/"" rel=""noreferrer"">JSLint</a>, and it gave the following error:</p>
<blockquote>
<p>Problem at line 1 character 1: Missing &quot;use strict&quot; statement.</p>
</blockquote>
<p>Doing some searching, I realized that some people add <code>&quot;use strict&quot;;</code> into their JavaScript code. Once I added the statement, the error stopped appearing. Unfortunately, Google did not reveal much of the history behind this string statement. Certainly it must have something to do with how the JavaScript is interpreted by the browser, but I have no idea what the effect would be.</p>
<p>So what is <code>&quot;use strict&quot;;</code> all about, what does it imply, and is it still relevant?</p>
<p>Do any of the current browsers respond to the <code>&quot;use strict&quot;;</code> string or is it for future use?</p>
","['javascript', 'syntax', 'jslint', 'use-strict']",1251303013,8535,1228134,32,True
419163,What does if __name__ == &quot;__main__&quot;: do?,"<p>What does this do, and why should one include the <code>if</code> statement?</p>
<pre class=""lang-py prettyprint-override""><code>if __name__ == &quot;__main__&quot;:
    print(&quot;Hello, World!&quot;)
</code></pre>
<hr />
<p><sub>If you are trying to close a question where someone should be using this idiom and isn't, consider closing as a duplicate of <a href=""https://stackoverflow.com/questions/6523791"">Why is Python running my module when I import it, and how do I stop it?</a> instead. For questions where someone simply hasn't called any functions, or incorrectly expects a function named <code>main</code> to be used as an entry point automatically, use <a href=""https://stackoverflow.com/questions/17257631"">Why doesn&#39;t the main() function run when I start a Python script? Where does the script start running?</a>.</sub></p>
","['python', 'namespaces', 'program-entry-point', 'python-module', 'idioms']",1231301460,8389,4918330,40,True
61212,How do I remove local (untracked) files from the current Git working tree?,"<p>How do I delete untracked local files from the current working tree?</p>
","['git', 'branch', 'git-branch']",1221383170,8338,3582768,43,True
394809,Does Python have a ternary conditional operator?,"<p>Is there a <a href=""https://en.wikipedia.org/wiki/%3F:#Python"" rel=""noreferrer"">ternary conditional operator</a> in Python?</p>
","['python', 'operators', 'conditional-operator']",1230366738,8090,3083905,32,True
40480,Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?,"<p>I always thought Java uses <strong>pass-by-reference</strong>. However, I read <a href=""http://javadude.com/articles/passbyvalue.htm"" rel=""noreferrer"">a blog post</a> which claims that Java uses <strong>pass-by-value</strong>. I don't think I understand the distinction the author is making.</p>
<p>What is the explanation?</p>
","['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']",1220386469,7745,2807481,87,True
503093,How do I redirect to another webpage?,"<p>How can I redirect the user from one page to another using jQuery or pure JavaScript?</p>
","['javascript', 'jquery', 'http-redirect']",1233579256,7695,8109962,58,True
16956810,Find all files containing a specific text (string) on Linux?,"<p>How do I find all files containing a specific string of text within their file contents?</p>
<p>The following doesn't work. It seems to display every single file in the system.</p>
<pre class=""lang-none prettyprint-override""><code>find / -type f -exec grep -H 'text-to-find-here' {} \;
</code></pre>
","['linux', 'text', 'grep', 'directory', 'find']",1370506005,7686,11872544,57,True
336859,var functionName = function() {} vs function functionName() {},"<p>I've recently started maintaining someone else's JavaScript code. I'm fixing bugs, adding features and also trying to tidy up the code and make it more consistent.</p>
<p>The previous developer used two ways of declaring functions and I can't work out if there is a reason behind it or not.</p>
<p>The two ways are:</p>
<pre><code>var functionOne = function() {
    // Some code
};
</code></pre>
<p>And,</p>
<pre><code>function functionTwo() {
    // Some code
}
</code></pre>
<p>What are the reasons for using these two different methods and what are the pros and cons of each? Is there anything that can be done with one method that can't be done with the other?</p>
","['javascript', 'function', 'methods', 'syntax']",1228303867,7667,1234880,42,True
179123,"How to modify existing, unpushed commit messages?","<p>I wrote the wrong thing in a commit message.</p>

<p>How can I change the message? The commit has not been pushed yet.</p>
","['git', 'git-commit', 'git-rewrite-history', 'git-amend']",1223394287,7641,4211646,27,True
111102,How do JavaScript closures work?,"<p>How would you explain JavaScript closures to someone with a knowledge of the concepts they consist of (for example functions, variables and the like), but does not understand closures themselves?</p>

<p>I have seen <a href=""http://en.wikipedia.org/wiki/Scheme_%28programming_language%29"" rel=""noreferrer"">the Scheme example</a> given on Wikipedia, but unfortunately it did not help.</p>
","['javascript', 'function', 'variables', 'scope', 'closures']",1222006327,7610,1632464,86,True
4114095,How do I revert a Git repository to a previous commit?,"<p>How do I revert from my current state to a snapshot made on a certain commit?</p>

<p>If I do <code>git log</code>, then I get the following output:</p>

<pre><code>$ git log
commit a867b4af366350be2e7c21b8de9cc6504678a61b`
Author: Me &lt;me@me.com&gt;
Date:   Thu Nov 4 18:59:41 2010 -0400

blah blah blah...

commit 25eee4caef46ae64aa08e8ab3f988bc917ee1ce4
Author: Me &lt;me@me.com&gt;
Date:   Thu Nov 4 05:13:39 2010 -0400

more blah blah blah...

commit 0766c053c0ea2035e90f504928f8df3c9363b8bd
Author: Me &lt;me@me.com&gt;
Date:   Thu Nov 4 00:55:06 2010 -0400

And yet more blah blah...

commit 0d1d7fc32e5a947fbd92ee598033d85bfc445a50
Author: Me &lt;me@me.com&gt;
Date:   Wed Nov 3 23:56:08 2010 -0400

Yep, more blah blah.
</code></pre>

<p>How do I revert to the commit from November 3, i.e. commit <code>0d1d7fc</code>?</p>
","['git', 'git-checkout', 'git-reset', 'git-revert']",1289062694,7608,12409047,41,True
6841333,Why is subtracting these two epoch-milli Times (in year 1927) giving a strange result?,"<p>If I run the following program, which parses two date strings referencing times 1 second apart and compares them:</p>
<pre><code>public static void main(String[] args) throws ParseException {
    SimpleDateFormat sf = new SimpleDateFormat(&quot;yyyy-MM-dd HH:mm:ss&quot;);  
    String str3 = &quot;1927-12-31 23:54:07&quot;;  
    String str4 = &quot;1927-12-31 23:54:08&quot;;  
    Date sDt3 = sf.parse(str3);  
    Date sDt4 = sf.parse(str4);  
    long ld3 = sDt3.getTime() /1000;  
    long ld4 = sDt4.getTime() /1000;
    System.out.println(ld4-ld3);
}
</code></pre>
<p><strong>The output is:</strong></p>
<pre><code>353
</code></pre>
<p>Why is <code>ld4-ld3</code>, not <code>1</code> (as I would expect from the one-second difference in the times), but <code>353</code>?</p>
<p>If I change the dates to times 1 second later:</p>
<pre><code>String str3 = &quot;1927-12-31 23:54:08&quot;;  
String str4 = &quot;1927-12-31 23:54:09&quot;;  
</code></pre>
<p>Then <code>ld4-ld3</code> will be <code>1</code>.</p>
<hr />
<p><strong>Java version:</strong></p>
<pre class=""lang-none prettyprint-override""><code>java version &quot;1.6.0_22&quot;
Java(TM) SE Runtime Environment (build 1.6.0_22-b04)
Dynamic Code Evolution Client VM (build 0.2-b02-internal, 19.0-b04-internal, mixed mode)
</code></pre>
<pre class=""lang-java prettyprint-override""><code>Timezone(`TimeZone.getDefault()`):

sun.util.calendar.ZoneInfo[id=&quot;Asia/Shanghai&quot;,
offset=28800000,dstSavings=0,
useDaylight=false,
transitions=19,
lastRule=null]

Locale(Locale.getDefault()): zh_CN
</code></pre>
","['java', 'date', 'timezone']",1311754558,7605,817327,11,True
7074,What is the difference between String and string in C#?,"<p>What are the differences between these two, and which one should I use?</p>
<pre><code>string s = &quot;Hello world!&quot;;
String s = &quot;Hello world!&quot;;
</code></pre>
","['c#', '.net', 'string', 'types', 'alias']",1218352682,7587,1346543,67,True
208105,How do I remove a property from a JavaScript object?,"<p>Given an object:</p>
<pre><code>let myObject = {
  &quot;ircEvent&quot;: &quot;PRIVMSG&quot;,
  &quot;method&quot;: &quot;newURI&quot;,
  &quot;regex&quot;: &quot;^http://.*&quot;
};
</code></pre>
<p>How do I remove the property <code>regex</code> to end up with the following <code>myObject</code>?</p>
<pre><code>let myObject = {
  &quot;ircEvent&quot;: &quot;PRIVMSG&quot;,
  &quot;method&quot;: &quot;newURI&quot;
};
</code></pre>
","['javascript', 'object', 'properties']",1224154665,7574,3354989,40,True
100003,What are metaclasses in Python?,"<p>What are <a href=""https://docs.python.org/3/reference/datamodel.html#metaclasses"" rel=""noreferrer"">metaclasses</a>? What are they used for?</p>
","['python', 'oop', 'metaclass', 'python-class', 'python-datamodel']",1221804646,7504,1237543,26,True
1789945,How to check whether a string contains a substring in JavaScript?,"<p>Usually I would expect a <code>String.contains()</code> method, but there doesn't seem to be one. </p>

<p>What is a reasonable way to check for this?</p>
","['javascript', 'string', 'substring', 'string-matching']",1259067869,7404,8320687,3,True
82831,How do I check whether a file exists without exceptions?,"<p>How do I check whether a file exists or not, without using the <a href=""https://docs.python.org/3.6/reference/compound_stmts.html#try"" rel=""noreferrer""><code>try</code></a> statement?</p>
","['python', 'file', 'file-exists']",1221656100,7305,5954227,41,True
38987,How do I merge two dictionaries in a single expression in Python?,"<p>I want to merge two dictionaries into a new dictionary.</p>
<pre><code>x = {'a': 1, 'b': 2}
y = {'b': 3, 'c': 4}
z = merge(x, y)

&gt;&gt;&gt; z
{'a': 1, 'b': 3, 'c': 4}
</code></pre>
<p>Whenever a key <code>k</code> is present in both dictionaries, only the value <code>y[k]</code> should be kept.</p>
","['python', 'dictionary', 'merge']",1220341470,7097,3594539,45,True
2432764,How do I change the URI (URL) for a remote Git repository?,"<p>I have a repo (origin) on a USB key that I cloned on my hard drive (local). I moved &quot;origin&quot; to a NAS and successfully tested cloning it from here.</p>
<p>I would like to know if I can change the URI of &quot;origin&quot; in the settings of &quot;local&quot; so it will now pull from the NAS, and not from the USB key.</p>
<p>For now, I can see two solutions:</p>
<ul>
<li><p>push everything to the USB origin, and copy it to the NAS again (implies a lot of work due to new commits to NAS origin);</p>
</li>
<li><p>add a new remote to &quot;local&quot; and delete the old one (I fear I'll break my history).</p>
</li>
</ul>
","['git', 'url', 'git-remote']",1268398127,6789,5106845,37,True
14220321,How do I return the response from an asynchronous call?,"<p>How do I return the response/result from a function <code>foo</code> that makes an asynchronous request?</p>
<p>I am trying to return the value from the callback, as well as assigning the result to a local variable inside the function and returning that one, but none of those ways actually return the response — they all return <code>undefined</code> or whatever the initial value of the variable <code>result</code> is.</p>
<p><strong>Example of an asynchronous function that accepts a callback</strong> (using jQuery's <code>ajax</code> function):</p>
<pre><code>function foo() {
    var result;

    $.ajax({
        url: '...',
        success: function(response) {
            result = response;
            // return response; // &lt;- I tried that one as well
        }
    });

    return result; // It always returns `undefined`
}
</code></pre>
<p><strong>Example using Node.js:</strong></p>
<pre><code>function foo() {
    var result;

    fs.readFile(&quot;path/to/file&quot;, function(err, data) {
        result = data;
        // return data; // &lt;- I tried that one as well
    });

    return result; // It always returns `undefined`
}
</code></pre>
<p><strong>Example using the <code>then</code> block of a promise:</strong></p>
<pre><code>function foo() {
    var result;

    fetch(url).then(function(response) {
        result = response;
        // return response; // &lt;- I tried that one as well
    });

    return result; // It always returns `undefined`
}
</code></pre>
","['javascript', 'ajax', 'asynchronous']",1357664774,6740,2157322,44,True
1628563,Move the most recent commit(s) to a new branch with Git,"<p>How do I move my recent commits on <code>master</code> to a new branch, and reset master to before those commits were made? e.g. From this:</p>
<pre><code>master A - B - C - D - E
</code></pre>
<p>To this:</p>
<pre><code>newbranch     C - D - E
             /
master A - B 
</code></pre>
","['git', 'git-branch', 'branching-and-merging']",1256612854,6722,1947218,25,True
630453,What is the difference between POST and PUT in HTTP?,"<p><strong>Background Information Analysis:</strong></p>
<p>According to <a href=""https://www.rfc-editor.org/rfc/rfc2616#section-9.5"" rel=""noreferrer"">RFC 2616, § 9.5</a>, <code>POST</code> is used to <em>create</em> a resource:</p>
<blockquote>
<p>The POST method is used to request that the origin server accept the entity enclosed in the request as a new subordinate of the resource identified by the Request-URI in the Request-Line.</p>
</blockquote>
<p>According to <a href=""https://www.rfc-editor.org/rfc/rfc2616#section-9.6"" rel=""noreferrer"">RFC 2616, § 9.6</a>, <code>PUT</code> is used to <em>create or replace</em> a resource:</p>
<blockquote>
<p>The PUT method requests that the enclosed entity be stored under the supplied Request-URI. If the Request-URI refers to an already existing resource, the enclosed entity SHOULD be considered as a modified version of the one residing on the origin server. If the Request-URI does not point to an existing resource, and that URI is capable of being defined as a new resource by the requesting user agent, the origin server can create the resource with that URI.</p>
</blockquote>
<p><strong>My Question:</strong></p>
<p>So, which HTTP method should be used to create a resource? Or should both be supported?</p>
","['http', 'rest', 'post', 'put']",1236695120,6441,3621369,42,True
52704,How do I discard unstaged changes in Git?,"<p>How do I discard changes in my working copy that are not in the index?</p>
","['git', 'version-control', 'git-restore']",1220988839,6436,4497588,40,True
2025282,"What is the difference between px, dip, dp, and sp?","<p>What is the difference between the units of measure
px, dip, dp, and sp?</p>
","['android', 'android-layout', 'user-interface', 'dimension', 'units-of-measurement']",1262921026,6425,1523646,35,True
762011,What is the difference between &quot;let&quot; and &quot;var&quot;?,"<p>ECMAScript 6 introduced <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/let"" rel=""noreferrer"">the <code>let</code> declaration keyword</a>.</p>
<p>I've heard that it's described as a local variable, but I'm still not quite sure how it behaves differently than the <code>var</code> keyword.</p>
<p>What are the differences? When should <code>let</code> be used instead of <code>var</code>?</p>
","['javascript', 'scope', 'ecmascript-6', 'var', 'let']",1239998966,6383,2390942,38,True
950087,How do I include a JavaScript file in another JavaScript file?,"<p>How do I include a JavaScript file inside another JavaScript file, similar to <code>@import</code> in CSS?</p>
","['javascript', 'file', 'import', 'include']",1244116790,6378,4514295,72,True
59895,How do I get the directory where a Bash script is located from within the script itself?,"<p>How do I get the path of the directory in which a <a href=""http://en.wikipedia.org/wiki/Bash_%28Unix_shell%29"" rel=""noreferrer"">Bash</a> script is located, <em>inside</em> that script?</p>
<p>I want to use a Bash script as a launcher for another application. I want to change the working directory to the one where the Bash script is located, so I can operate on the files in that directory, like so:</p>
<pre><code>$ ./application
</code></pre>
","['bash', 'directory']",1221251996,6375,2775493,82,True
89228,How do I execute a program or call a system command?,"<p>How do I call an external command within Python as if I had typed it in a shell or command prompt?</p>
","['python', 'shell', 'terminal', 'subprocess', 'command']",1221701730,6264,5120732,66,True
826782,How to disable text selection highlighting,"<p>For anchors that act like buttons (for example, the buttons on the sidebar of this Stack Overflow page titled <em>Questions</em>, <em>Tags</em>, and <em>Users</em>) or tabs, is there a CSS standard way to disable the highlighting effect if the user accidentally selects the text?</p>
<p>I realize that this could be done with JavaScript and a little googling yielded the Mozilla-only <code>-moz-user-select</code> option.</p>
<p>Is there a standard-compliant way to accomplish this with CSS, and if not, what is the &quot;best practice&quot; approach?</p>
","['css', 'cross-browser', 'highlight', 'textselection']",1241555358,6156,2799775,46,True
1628088,Reset local repository branch to be just like remote repository HEAD,"<p>How do I reset my local branch to be just like the branch on the remote repository?</p>
<p>I tried:</p>
<pre><code>git reset --hard HEAD
</code></pre>
<p>But <code>git status</code> claims I have modified files:</p>
<pre><code>On branch master
Changes to be committed:
  (use &quot;git reset HEAD &lt;file&gt;...&quot; to unstage)
      modified:   java/com/mycompany/TestContacts.java
      modified:   java/com/mycompany/TestParser.java
</code></pre>
","['git', 'undo']",1256603240,5942,7074125,26,True
215718,How can I reset or revert a file to a specific revision?,"<p>How can I revert a modified file to its previous revision at a specific commit hash (which I determined via <a href=""https://git-scm.com/docs/git-log"" rel=""noreferrer""><code>git log</code></a> and <a href=""https://git-scm.com/docs/git-diff"" rel=""noreferrer""><code>git diff</code></a>)?</p>
","['git', 'version-control', 'git-checkout', 'git-restore']",1224372842,5861,3240890,37,True
417142,What is the maximum length of a URL in different browsers?,"<ul>
<li>What is the maximum length of a URL for each browser?</li>
<li>Is a maximum URL length part of the HTTP specification?</li>
</ul>
","['http', 'url', 'browser']",1231258470,5821,1792850,19,True
2765421,How do I push a new local branch to a remote Git repository and track it too?,"<p>How do I:</p>
<ol>
<li><p>Create a local branch from another branch (via <code>git branch</code> or <code>git checkout -b</code>).</p>
</li>
<li><p>Push the local branch
to the remote repository (i.e. publish), but make it
trackable so that <code>git pull</code> and <code>git push</code> will work.</p>
</li>
</ol>
","['git', 'repository', 'git-branch', 'git-push', 'git-remote']",1272977914,5805,6642051,20,True
273192,"How do I create a directory, and any missing parent directories?","<p>How do I create a directory at a given path, and also create any missing parent directories along that path? For example, the Bash command <code>mkdir -p /path/to/nested/directory</code> does this.</p>
","['python', 'exception', 'path', 'directory', 'operating-system']",1226084205,5794,3977243,27,True
9329446,Loop (for each) over an array in JavaScript,"<p>How can I loop through all the entries in an array using JavaScript?</p>
","['javascript', 'arrays', 'loops', 'foreach', 'iteration']",1329486708,5791,5480004,41,True
5189560,How do I squash my last N commits together?,"<p>How do I squash my last N commits together into one commit?</p>
","['git', 'rebase', 'squash', 'git-squash']",1299211886,5742,4513510,47,True
